OrderID,CustomerID,DeliveryAddress,Latitude,Longitude,OrderTimestamp,OrderStatus,DriverID,RestaurantID,LocationID,DistanceKM,DeliveryHours,Timetakentodeliver,DeliveryTime
169,150,"8669 Jackson Loop Suite 966
Tonyaview, TX 93194",40.705464,-73.996377,19/08/2023 20:45,Pending,45,4,42,1.151051449,0.038368382,,
170,250,"2076 Cordova Drive
Port Anthonyland, MP 58382",40.705099,-73.989435,11/09/2023 05:44,Pending,11,5,18,1.640369269,0.054678976,,
171,260,"03954 Stephanie Valley
South Melindatown, NY 70766",40.726181,-74.001164,07/09/2023 23:15,Pending,39,12,67,1.541093576,0.051369786,,
172,478,"1374 Steven Inlet
East Stephanie, MS 31108",40.79157,-73.995158,26/08/2023 07:02,Pending,10,20,18,8.79512763,0.293170921,,
173,169,"422 John Way
Sarahmouth, MH 08867",40.791156,-73.995602,09/09/2023 20:19,Delivered,16,17,18,8.745560056,0.291518669,37:28.5,09/09/2023 20:37
174,267,"6687 Elizabeth Turnpike
South Sara, NM 68619",40.751749,-73.990145,27/08/2023 16:37,Delivered,30,4,72,4.527861063,0.150928702,46:25.3,27/08/2023 16:46
175,465,"56200 Crystal Garden Apt. 039
North Jenny, AS 73543",40.735165,-73.99503,03/09/2023 00:07,Pending,37,7,33,2.650893977,0.088363133,,
176,82,"57489 Kathy Route Suite 115
Port Stevenville, DC 05376",40.721039,-73.98155,24/08/2023 05:27,Pending,28,1,60,2.259415555,0.075313852,,
177,87,"899 Day Isle Apt. 726
Diazhaven, IL 86805",40.770837,-73.995255,22/08/2023 17:55,Pending,29,3,59,6.508531347,0.216951045,,
178,384,"7298 Carney Drive Suite 724
North Susantown, ID 05634",40.703907,-73.984464,07/09/2023 03:46,Delivered,17,9,60,2.070577306,0.069019244,50:36.5,07/09/2023 03:50
179,248,"USS Cox
FPO AE 94575",40.78418,-73.998123,09/09/2023 18:37,Pending,21,12,76,7.954547494,0.265151583,,
180,222,"USNS Palmer
FPO AA 16202",40.70917,-73.9964,31/08/2023 04:35,Delivered,29,14,38,0.905850259,0.030195009,37:37.7,31/08/2023 04:37
181,432,"Unit 7194 Box 9476
DPO AA 92328",40.745906,-74.000694,30/08/2023 21:12,Pending,47,14,58,3.703602775,0.123453426,,
182,376,"PSC 1062, Box 7763
APO AA 20068",40.769708,-73.989285,24/08/2023 12:12,Pending,37,17,83,6.475351309,0.215845044,,
183,166,"69109 Samuel Avenue Suite 233
Valenzuelafurt, MH 66446",40.780039,-73.990549,05/09/2023 20:14,Delivered,49,20,50,7.579996009,0.252666534,29:43.6,05/09/2023 20:29
184,186,"PSC 4353, Box 2092
APO AP 52684",40.73887,-73.98826,07/09/2023 04:06,Delivered,13,7,37,3.259972348,0.108665745,13:15.2,07/09/2023 04:13
185,100,"4871 Karen Common
West Charlesshire, VA 91763",40.71331,-73.995395,23/08/2023 22:57,Delivered,15,7,45,0.89789984,0.029929995,59:15.7,23/08/2023 22:59
186,36,"664 Cynthia Haven Suite 004
Hintonchester, NC 73028",40.782818,-73.991398,05/09/2023 20:14,Pending,18,4,30,7.87262008,0.262420669,,
187,156,"0072 Gray Track
East Victoria, NY 78202",40.790742,-73.986177,09/09/2023 07:06,Pending,28,5,57,8.815794234,0.293859808,,
188,278,"039 Richard Brooks Apt. 925
West Johnfort, PA 97959",40.756633,-73.985507,17/08/2023 12:18,Delivered,30,19,17,5.166252917,0.172208431,29:15.9,17/08/2023 12:29
189,449,"27584 Daniel Isle
Courtneyton, MP 53405",40.769087,-73.993172,30/08/2023 01:39,Delivered,1,3,67,6.34382336,0.211460779,52:28.3,30/08/2023 01:52
190,148,"19457 Jessica Shoals
New Raymond, MN 24734",40.741229,-73.987889,31/08/2023 07:07,Delivered,40,14,50,3.508231354,0.116941045,14:35.0,31/08/2023 07:14
191,283,"446 Lopez Forges
South Kimberlyport, MP 45899",40.716653,-73.991645,07/09/2023 07:19,Pending,1,5,11,1.286206439,0.042873548,,
192,363,"944 Corey Parkways Apt. 616
Jessicamouth, CO 51845",40.766628,-73.995053,23/08/2023 06:43,Pending,3,2,78,6.048630903,0.20162103,,
193,340,"7940 Forbes Plaza
Port Sandratown, FM 71787",40.784948,-73.989818,16/08/2023 19:19,Pending,7,10,16,8.127687093,0.270922903,,
194,275,"3274 Johnson Haven Suite 029
North Emilystad, AR 29668",40.71488,-73.981635,03/09/2023 11:55,Pending,19,3,30,2.071710682,0.069057023,,
195,402,"0217 Rachel Rest Suite 675
Sarahchester, ND 00618",40.774568,-73.986836,07/09/2023 04:42,Delivered,24,14,57,7.047656787,0.234921893,56:14.7,07/09/2023 04:56
196,195,"449 Martin Mill
New Thomasburgh, MS 86382",40.724215,-73.9929,23/08/2023 12:03,Pending,39,11,75,1.68284452,0.056094817,,
197,38,"26299 Collins Forest Apt. 094
Davidfurt, CT 65232",40.792118,-73.994824,07/09/2023 05:49,Pending,5,6,36,8.858614869,0.295287162,,
198,31,"Unit 8839 Box 3176
DPO AP 44739",40.747721,-73.981688,26/08/2023 07:26,Delivered,16,11,20,4.388221976,0.146274066,35:00.6,26/08/2023 07:35
199,334,"PSC 0853, Box 7491
APO AP 68720",40.755887,-73.986718,04/09/2023 08:50,Delivered,19,8,61,5.054391572,0.168479719,00:44.5,04/09/2023 09:00
200,25,"3653 Amanda Union
Barbarabury, AZ 99174",40.792928,-73.992538,07/09/2023 01:10,Pending,1,5,17,8.970474178,0.299015806,,
201,437,"5310 Allen Unions
North Ryanberg, NJ 62946",40.771383,-73.985286,27/08/2023 18:39,Delivered,33,5,45,6.736727087,0.22455757,52:45.4,27/08/2023 18:52
202,84,"84616 Madison Lane Suite 333
Hamiltonshire, GA 49709",40.701823,-73.987331,11/09/2023 23:52,Pending,30,3,82,1.993709039,0.066456968,,
203,216,"35272 Beth Rue
Joshuaport, WV 65024",40.78031,-73.98653,09/09/2023 11:37,Pending,31,6,98,7.675138175,0.255837939,,
204,370,"37946 Salazar Courts
Aprilfurt, NJ 97322",40.711667,-73.984903,24/08/2023 15:09,Pending,5,9,34,1.787131847,0.059571062,,
205,375,"1373 Gregory Club
Alexandratown, HI 17698",40.748367,-73.988695,05/09/2023 11:41,Delivered,6,2,72,4.211526564,0.140384219,49:44.4,05/09/2023 11:49
206,2,"86993 Le Forks Apt. 629
Port Kelseymouth, NJ 41455",40.719472,-74.002049,21/08/2023 09:16,Pending,14,14,51,0.812652718,0.027088424,,
207,412,"397 Scott Crescent Apt. 706
South Oscartown, CT 18859",40.715647,-73.987617,08/09/2023 09:17,Pending,30,5,81,1.585165871,0.052838862,,
208,113,"528 Ward Turnpike
Lake Kariville, CO 83757",40.783702,-74.000111,01/09/2023 14:20,Delivered,9,1,65,7.889291903,0.262976397,36:41.7,01/09/2023 14:36
209,373,"PSC 9054, Box 7248
APO AE 20904",40.747139,-73.999299,08/09/2023 19:18,Pending,6,3,72,3.855089682,0.128502989,,
210,109,"100 Martin Light
Lake Rebeccaport, SD 77670",40.725779,-74.000412,27/08/2023 05:27,Pending,32,2,81,1.516658684,0.050555289,,
211,371,"61943 Sarah Common Apt. 574
Kaitlynbury, WV 26107",40.742344,-73.988112,04/09/2023 23:01,Pending,48,6,34,3.612129893,0.12040433,,
212,107,"1176 Allen Island Suite 576
Rochamouth, OH 14652",40.70512,-73.998719,07/09/2023 09:50,Pending,15,5,72,1.051626275,0.035054209,,
213,493,"56340 Patrick Ford Suite 879
Andrewbury, SD 61880",40.698466,-73.982813,18/08/2023 03:01,Delivered,17,6,52,2.524547676,0.084151589,06:42.9,18/08/2023 03:06
214,251,"7869 Karen Tunnel Apt. 857
East William, KS 85750",40.78172,-73.984593,19/08/2023 20:13,Pending,30,20,63,7.864140499,0.262138017,,
215,23,"2110 Nancy Inlet Apt. 093
Hayleyberg, DE 68290",40.730094,-73.984954,25/08/2023 17:34,Pending,13,11,17,2.617252201,0.08724174,,
216,316,"7373 Heather Via Suite 859
North Andrea, AS 76036",40.749495,-74.001235,31/08/2023 22:18,Pending,15,14,62,4.094765561,0.136492185,,
217,182,"799 Williams Spurs Apt. 527
Antonioside, OK 15758",40.757369,-73.979912,12/09/2023 22:05,Delivered,11,6,85,5.417759884,0.180591996,16:45.1,12/09/2023 22:16
218,440,"186 Greene Bridge
North Brittanyburgh, KS 57177",40.78632,-73.991627,02/09/2023 05:35,Pending,11,12,60,8.254068958,0.275135632,,
219,415,"7545 William Lodge Suite 245
Lake Jenniferstad, WY 33390",40.793809,-73.993056,27/08/2023 16:40,Delivered,1,9,8,9.062147353,0.302071578,58:24.5,27/08/2023 16:58
220,454,"9673 Danny Rapid
Jenniferhaven, NH 39949",40.768042,-73.980756,15/08/2023 19:18,Pending,33,1,35,6.494553189,0.216485106,,
221,30,"8761 Christopher Tunnel
Susantown, IL 73926",40.773565,-73.985098,10/09/2023 03:32,Delivered,50,6,89,6.975001967,0.232500066,46:03.0,10/09/2023 03:46
222,274,"3278 Bullock Summit Suite 678
East Danabury, MH 32114",40.783171,-73.990945,07/09/2023 09:33,Pending,18,9,74,7.917392369,0.263913079,,
223,229,"61417 Wilson Meadow
Lake Pennybury, KY 58777",40.710553,-73.99051,28/08/2023 00:35,Delivered,49,4,33,1.332488528,0.044416284,37:41.9,28/08/2023 00:37
224,271,"7122 Ewing Vista Apt. 795
Port Meganport, DE 35337",40.794945,-73.996205,02/09/2023 06:07,Pending,29,12,98,9.159557961,0.305318599,,
225,179,"35350 Beth Lodge Suite 599
Martinside, PA 58863",40.724284,-73.982605,08/09/2023 21:22,Pending,3,18,16,2.352371508,0.078412384,,
226,196,"45546 Patricia Drives Suite 026
Kennethchester, TN 64945",40.743214,-73.987172,22/08/2023 11:01,Delivered,38,19,8,3.733234448,0.124441148,08:37.0,22/08/2023 11:08
227,312,"362 Matthews Garden
Grayburgh, UT 10581",40.747244,-73.987608,13/09/2023 06:09,Pending,30,5,84,4.128479882,0.137615996,,
228,79,"64491 Michael Grove Suite 646
Jessicaland, MI 39183",40.739278,-73.995232,13/09/2023 06:36,Delivered,37,7,21,3.077856363,0.102595212,42:23.3,13/09/2023 06:42
229,384,"55080 Wright Views Suite 082
New Marietown, IA 07904",40.791365,-73.982498,19/08/2023 04:23,Delivered,32,2,19,8.94747816,0.298249272,41:31.7,19/08/2023 04:41
230,269,"128 Curtis Stravenue Apt. 463
Johnsonland, KS 55197",40.766715,-73.991772,02/09/2023 13:15,Pending,8,14,81,6.106621249,0.203554042,,
231,66,"7961 Chapman Corner
Jasonmouth, NH 06144",40.702647,-74.001858,01/09/2023 11:37,Pending,28,6,51,1.180555526,0.039351851,,
232,409,"75745 Timothy Forge Suite 504
Robinsonfurt, VA 61801",40.697555,-74.00131,01/09/2023 11:25,Pending,47,9,15,1.738707282,0.057956909,,
233,242,"6181 Latasha Expressway Suite 092
New Steven, MN 49879",40.710287,-73.988822,03/09/2023 01:37,Delivered,14,5,87,1.478138679,0.049271289,40:46.4,03/09/2023 01:40
234,272,"Unit 0395 Box 0378
DPO AE 94347",40.771266,-73.98411,15/08/2023 19:48,Delivered,12,1,44,6.750706557,0.225023552,02:24.1,15/08/2023 20:02
235,469,"6274 Spence Fords Suite 121
East Jenniferton, MT 79922",40.784461,-73.993868,02/09/2023 22:27,Pending,50,3,71,8.023574547,0.267452485,,
236,467,"515 Williams Way
New Leslie, IL 82229",40.733265,-73.982444,17/08/2023 08:48,Pending,26,14,13,3.020843066,0.100694769,,
237,319,"395 Kenneth Inlet Suite 993
South Andreafort, IN 01595",40.729596,-73.991762,11/09/2023 14:06,Delivered,29,9,90,2.219448604,0.07398162,10:55.3,11/09/2023 14:10
238,496,"736 Lisa Plaza Apt. 198
Katrinafurt, SD 96492",40.791346,-73.985789,29/08/2023 08:16,Pending,11,18,1,8.887889828,0.296262994,,
239,168,"8187 Sean Ports Suite 650
West Nathan, NE 40472",40.786754,-74.001942,08/09/2023 08:10,Delivered,23,14,50,8.219670749,0.273989025,27:10.4,08/09/2023 08:27
240,23,"394 Andrew Islands
Robertsontown, IN 95787",40.71797,-73.98941,21/08/2023 15:14,Pending,22,3,33,1.514803048,0.050493435,,
241,435,"65691 Howard Station Suite 250
Lake Jacob, KS 48671",40.742067,-73.985717,08/09/2023 11:12,Pending,37,19,90,3.674106755,0.122470225,,
242,239,"77862 King Corner Suite 310
Jonesmouth, OH 35093",40.753299,-73.999246,21/08/2023 05:46,Pending,1,10,82,4.533408011,0.1511136,,
243,396,"PSC 3638, Box 1975
APO AP 10022",40.705052,-73.988024,01/09/2023 01:39,Pending,37,16,70,1.745794513,0.05819315,,
244,213,"41945 Angela Track Suite 314
Port April, VA 50390",40.717578,-74.001642,31/08/2023 23:07,Pending,17,17,58,0.645849782,0.021528326,,
245,134,"USNS Green
FPO AA 33123",40.725855,-74.001452,21/08/2023 09:27,Pending,29,10,75,1.499800038,0.049993335,,
246,103,"204 Brittany Stream
Shawnbury, NY 58113",40.704445,-74.001344,25/08/2023 14:43,Pending,35,18,72,1.007786691,0.03359289,,
247,424,"372 Veronica Avenue
Russellhaven, NH 13110",40.707835,-73.9888,08/09/2023 11:33,Delivered,10,14,98,1.554505407,0.051816847,36:23.5,08/09/2023 11:36
248,316,"742 Snyder Lane Apt. 211
Port Jacqueline, UT 24950",40.768835,-73.980246,04/09/2023 00:53,Delivered,23,3,72,6.591882904,0.21972943,06:35.0,04/09/2023 01:06
249,366,"799 Snyder Grove
South Juliehaven, DE 70746",40.731104,-74.001094,27/08/2023 06:03,Pending,16,10,90,2.074464338,0.069148811,,
250,151,"321 Dustin Fields
New Elizabeth, AS 34703",40.787112,-73.979803,18/08/2023 03:26,Pending,30,10,12,8.543700143,0.284790005,,
251,382,"240 Luis Valley Suite 906
Meganborough, FM 91000",40.7095,-73.993361,17/08/2023 06:47,Pending,19,9,2,1.129134674,0.037637822,,
252,356,"99412 Oliver Ferry Apt. 659
North Rachel, IN 61410",40.757137,-73.989685,11/09/2023 11:03,Pending,11,11,25,5.112811147,0.170427038,,
253,352,"104 Heather Falls Apt. 692
Davisfort, ID 08788",40.747341,-73.983179,01/09/2023 11:21,Delivered,6,11,50,4.292958671,0.143098622,30:22.2,01/09/2023 11:30
254,358,"117 Dodson Way
Vanessaberg, DE 46999",40.736832,-73.985739,16/08/2023 04:39,Pending,44,18,22,3.170503936,0.105683465,,
255,479,"444 Cantu Rapid Suite 369
South Sarah, MN 68599",40.725684,-73.997993,22/08/2023 23:37,Pending,38,18,41,1.582631454,0.052754382,,
256,498,"42824 Howe Villages Apt. 979
Oconnellport, MO 48259",40.783276,-73.999175,02/09/2023 03:26,Pending,15,20,66,7.84748946,0.261582982,,
257,122,"24869 Jody Stream Suite 106
Spencershire, CO 13245",40.779919,-74.000616,28/08/2023 11:04,Pending,26,13,73,7.467355947,0.248911865,,
258,51,"6207 Tracy Prairie Suite 335
North Meghan, KY 02229",40.735857,-73.992554,31/08/2023 21:32,Pending,11,8,53,2.801132765,0.093371092,,
259,93,"9984 Kathryn Trail Suite 319
Freemanmouth, HI 26475",40.699454,-73.988851,04/09/2023 07:31,Pending,36,18,24,2.072853211,0.069095107,,
260,62,"93127 Alexander Glens
Port Stephen, AR 28816",40.787203,-73.999441,06/09/2023 04:44,Delivered,8,16,40,8.280931675,0.276031056,00:57.7,06/09/2023 05:00
261,351,"2868 John Curve
South Paige, IL 84530",40.779826,-73.981946,13/09/2023 19:41,Pending,1,12,83,7.715432151,0.257181072,,
262,463,"2818 Taylor Route Apt. 572
Port Tammyberg, VA 12321",40.779947,-73.99823,28/08/2023 10:21,Pending,9,19,35,7.485428326,0.249514278,,
263,475,"72432 Tiffany Glen
Lake Paul, MO 37217",40.703638,-74.000027,23/08/2023 13:12,Pending,37,18,78,1.135748113,0.03785827,,
264,466,"21157 Jeremy Camp Suite 579
Chavezmouth, CA 59005",40.796771,-74.002242,21/08/2023 03:43,Pending,12,3,75,9.330308453,0.311010282,,
265,461,"1258 Delgado Light Suite 811
Markfurt, VA 44590",40.797009,-73.985666,13/09/2023 03:58,Delivered,3,16,76,9.507685242,0.316922841,17:13.9,13/09/2023 04:17
266,431,"3598 Bray Bypass Suite 266
South Lauren, PA 04618",40.754685,-73.983949,31/08/2023 18:07,Pending,28,4,17,5.010396528,0.167013218,,
267,320,"6582 Sanchez Divide
Port Edwardstad, CO 24398",40.73361,-73.979788,06/09/2023 19:04,Delivered,4,18,17,3.20071746,0.106690582,11:15.1,06/09/2023 19:11
268,383,"83721 Callahan Haven
Lake Jill, DC 88545",40.753612,-73.987868,03/09/2023 21:34,Pending,28,3,9,4.783947382,0.159464913,,
269,73,"0696 David Port Suite 681
West Mark, VA 11001",40.794963,-73.983155,24/08/2023 01:13,Pending,25,5,32,9.325855939,0.310861865,,
270,244,"70272 Chad Cove Apt. 527
South Christina, IN 73362",40.749208,-74.002001,25/08/2023 16:14,Delivered,43,10,52,4.057150381,0.135238346,22:34.9,25/08/2023 16:22
271,83,"600 Fields Creek
Carolton, IN 09622",40.773208,-73.980468,22/08/2023 15:35,Delivered,6,14,89,7.046337406,0.234877914,49:57.6,22/08/2023 15:49
272,436,"83121 Donna Ford
Bridgesland, MA 05237",40.724347,-73.983022,28/08/2023 15:26,Pending,44,20,31,2.326691219,0.077556374,,
273,143,"82543 Kristen Bridge Apt. 184
Port Mackenzie, IL 38256",40.798139,-73.994808,18/08/2023 08:27,Delivered,48,14,44,9.523837178,0.317461239,46:23.9,18/08/2023 08:46
274,475,"4339 Martin Via Suite 907
Rodriguezshire, NV 91619",40.761988,-73.989558,13/09/2023 16:20,Delivered,40,11,95,5.636065453,0.187868848,32:08.3,13/09/2023 16:32
275,471,"56384 Oliver Well
Ianview, NE 70144",40.72384,-73.983768,11/09/2023 10:30,Pending,28,12,55,2.243106951,0.074770232,,
276,382,"0988 Kevin Overpass
Johnmouth, ND 41220",40.742014,-73.99237,22/08/2023 18:05,Pending,35,3,43,3.442464852,0.114748828,,
277,325,"504 Dustin Fall
Calderonberg, UT 66799",40.72445,-74.000286,03/09/2023 12:57,Pending,45,18,71,1.380862454,0.046028748,,
278,263,"000 Rodriguez Streets
Port Wandatown, IL 13207",40.792109,-73.988251,11/09/2023 13:31,Delivered,10,3,100,8.933831859,0.297794395,49:30.1,11/09/2023 13:49
279,111,"745 Micheal Crossroad
Morganbury, MH 06250",40.731654,-73.988099,09/09/2023 11:06,Delivered,50,11,14,2.582827824,0.086094261,12:06.9,09/09/2023 11:12
280,236,"392 Fisher Court
Wongborough, CO 87803",40.764202,-73.983181,10/09/2023 01:17,Pending,31,18,4,6.024769148,0.200825638,,
281,112,"0809 Wyatt Crossroad Suite 788
New Antonio, MN 48947",40.785067,-73.98644,31/08/2023 20:46,Delivered,43,19,29,8.193434334,0.273114478,03:12.2,31/08/2023 21:03
282,292,"460 Payne Spring
New Christineport, NC 84772",40.792212,-73.993948,06/09/2023 10:54,Pending,43,3,70,8.877171282,0.295905709,,
283,29,"940 Sherman Trafficway
Atkinsfort, KS 06173",40.775173,-73.996032,20/08/2023 21:56,Delivered,11,11,10,6.977434686,0.232581156,10:02.3,20/08/2023 22:10
284,220,"583 Smith Viaduct Apt. 721
North Desiree, NH 31734",40.714399,-73.998559,10/09/2023 01:38,Delivered,32,2,62,0.653344367,0.021778146,39:39.4,10/09/2023 01:39
285,493,"709 Sheila Walk
Jessicashire, AZ 25002",40.75958,-73.980534,19/08/2023 16:46,Delivered,42,9,53,5.622620849,0.187420695,57:51.7,19/08/2023 16:57
286,280,"1439 Kelley Square Suite 718
Andrewborough, WI 27381",40.740398,-73.994669,28/08/2023 11:35,Pending,48,16,37,3.210741878,0.107024729,,
287,450,"859 Perry Grove Apt. 010
Bryanstad, DE 78573",40.728298,-73.992497,17/08/2023 05:42,Pending,50,7,94,2.06482687,0.068827562,,
288,68,"1916 Amy Pines Apt. 120
Brandontown, VI 78094",40.719842,-73.985017,10/09/2023 09:03,Pending,27,7,12,1.93775687,0.064591896,,
289,338,"5180 Donald Mills
Brownfort, MS 63343",40.723552,-73.991908,14/09/2023 02:30,Pending,21,3,15,1.686212193,0.056207073,,
290,81,"1010 Jackson Motorway Apt. 240
Madelineton, WI 13272",40.71455,-73.988273,21/08/2023 18:37,Pending,44,7,88,1.510453674,0.050348456,,
291,405,"40182 Craig Court
Lake Veronicafort, AR 74184",40.778564,-73.993777,05/09/2023 03:45,Pending,1,5,46,7.375628067,0.245854269,,
292,489,"0004 Taylor Knoll
North Gregorystad, GU 31825",40.705391,-73.988209,23/08/2023 20:11,Delivered,27,9,6,1.713818227,0.057127274,14:32.7,23/08/2023 20:14
293,226,"64171 Jessica Fall Suite 926
Michelleburgh, NE 74122",40.708131,-74.001835,04/09/2023 04:52,Pending,30,12,31,0.626654986,0.0208885,,
294,328,"96300 Cameron Ford Apt. 412
Alexanderhaven, AR 36109",40.772191,-74.001659,26/08/2023 08:05,Delivered,8,13,55,6.605490793,0.220183026,18:18.7,26/08/2023 08:18
295,119,"211 Luke Prairie
Shawmouth, NM 97550",40.755028,-73.996376,07/09/2023 07:21,Pending,43,4,85,4.759314845,0.158643828,,
296,498,"92961 Mcclure Flat Suite 999
Marcialand, OH 21934",40.712375,-73.997052,21/08/2023 05:58,Pending,45,8,61,0.757573921,0.025252464,,
297,166,"0244 Theresa Islands
Brandyfort, FL 42811",40.725192,-73.995802,23/08/2023 00:32,Pending,30,9,40,1.623612384,0.054120413,,
298,34,"69564 Matthew Creek
Deannaton, WI 53206",40.74238,-73.99122,26/08/2023 03:22,Pending,5,7,98,3.514128132,0.117137604,,
299,371,"PSC 0498, Box 4163
APO AP 50714",40.752264,-73.995006,14/09/2023 12:14,Pending,11,16,29,4.479751745,0.149325058,,
300,153,"519 Thomas Crossroad
Lake Patricia, MN 88565",40.762354,-73.997226,25/08/2023 03:53,Pending,21,20,4,5.552596358,0.185086545,,
301,310,"69270 Ashley Fork Apt. 221
Lisatown, NJ 42427",40.783271,-73.980194,25/08/2023 16:32,Delivered,12,12,3,8.123553068,0.270785102,48:30.8,25/08/2023 16:48
302,311,"2694 Colin Gardens Suite 399
Tyroneborough, MT 67676",40.709441,-73.98026,05/09/2023 07:01,Pending,15,6,79,2.206820206,0.073560674,,
303,82,"426 Allen Mission Suite 118
West Cheryl, DC 82377",40.717707,-73.995154,23/08/2023 10:14,Delivered,35,4,1,1.066210698,0.035540357,16:50.9,23/08/2023 10:16
304,350,"Unit 5251 Box 0261
DPO AP 60616",40.723708,-73.981061,26/08/2023 19:32,Delivered,50,18,30,2.430513874,0.081017129,37:35.7,26/08/2023 19:37
305,92,"49418 Carol Port Suite 916
Jessicaton, OH 24536",40.792741,-73.984534,25/08/2023 00:54,Pending,22,6,18,9.060574625,0.302019154,,
306,39,"1354 Nancy Circle Suite 662
Edwardland, TN 51724",40.774276,-73.98897,15/08/2023 22:31,Delivered,23,14,18,6.976725795,0.232557526,45:49.2,15/08/2023 22:45
307,237,"33338 Andrea Street Suite 430
Davisberg, FL 99418",40.755041,-73.983158,20/08/2023 18:21,Pending,48,3,12,5.07215624,0.169071875,,
308,394,"829 Amber Drive
Robertstad, NM 88659",40.792975,-73.990197,23/08/2023 20:32,Delivered,48,5,11,9.002827191,0.30009424,50:02.3,23/08/2023 20:50
309,498,"1700 Cooper Square
South Travisview, ME 09841",40.722375,-73.98573,25/08/2023 11:48,Pending,9,9,73,2.015899709,0.067196657,,
310,493,"917 Cheryl Overpass
East Damonmouth, WI 34814",40.775423,-73.987487,23/08/2023 15:22,Pending,30,6,30,7.127834187,0.237594473,,
311,156,"606 Mary Crescent
East Zachary, WV 72143",40.769102,-73.993813,25/08/2023 15:32,Pending,9,4,12,6.33644445,0.211214815,,
312,314,"9777 Martinez Pike
New Jasonville, CA 57064",40.786488,-74.00073,04/09/2023 01:08,Delivered,37,8,86,8.195078452,0.273169282,25:18.4,04/09/2023 01:25
313,158,"11817 Lisa Junctions
Buckleyburgh, MD 40004",40.724249,-73.982009,16/08/2023 01:41,Delivered,16,14,91,2.392775206,0.079759174,46:06.1,16/08/2023 01:46
314,80,"498 Erik Burgs
Johnhaven, TX 51991",40.743819,-73.998457,31/08/2023 13:29,Pending,31,5,60,3.503064161,0.116768805,,
315,33,"3930 Tammy Cliff
West Gracebury, MN 86924",40.795499,-73.997724,10/09/2023 04:09,Pending,30,8,28,9.210208791,0.30700696,,
316,30,"791 Erin Mall
New Jody, MT 32768",40.742218,-74.000309,23/08/2023 12:14,Pending,15,7,12,3.302017735,0.110067258,,
317,459,"12737 Tran Ranch Apt. 954
Aaronview, MS 04902",40.749479,-73.982907,27/08/2023 01:40,Delivered,1,7,31,4.516220498,0.150540683,49:49.9,27/08/2023 01:49
318,151,"3776 Michael Harbor
Lake Albertfort, TX 18166",40.703337,-73.986374,02/09/2023 21:44,Delivered,5,5,50,1.963392842,0.065446428,48:09.6,02/09/2023 21:48
319,373,"5140 Griffin Lane
Robertberg, WA 78330",40.728526,-73.994286,20/08/2023 17:18,Pending,48,9,91,2.007301111,0.066910037,,
320,27,"0880 Theresa Vista Suite 708
East Victor, OK 78572",40.733224,-73.988369,23/08/2023 03:14,Pending,18,8,57,2.713471097,0.090449037,,
321,292,"8182 Jonathan Highway
Odonnellshire, NC 04378",40.770154,-73.988559,25/08/2023 09:16,Pending,8,4,72,6.537240268,0.217908009,,
322,319,"2286 Tran Prairie Apt. 958
North Dale, WV 06572",40.72049,-73.989943,16/08/2023 13:05,Delivered,29,3,39,1.603110044,0.053437001,08:43.4,16/08/2023 13:08
323,50,"8545 Lucero Landing Apt. 873
East Henryport, TX 96452",40.795595,-73.982317,28/08/2023 05:33,Delivered,17,3,12,9.409317717,0.313643924,52:10.1,28/08/2023 05:52
324,416,"08620 Brown Rapids Suite 666
East Markton, PA 57164",40.746553,-74.001753,23/08/2023 09:17,Pending,8,6,15,3.76535817,0.125511939,,
325,115,"288 Mcintyre Port
South Randyshire, MD 99472",40.775453,-73.989169,25/08/2023 06:02,Pending,24,7,74,7.101288113,0.236709604,,
326,121,"763 Watts Corners Apt. 772
Wrightland, WI 33820",40.796394,-73.994603,31/08/2023 04:35,Pending,7,9,61,9.332801891,0.311093396,,
327,37,"3577 Jennings Hill
North Crystal, PR 69045",40.77239,-73.99738,24/08/2023 18:50,Pending,13,19,1,6.657336828,0.221911228,,
328,2,"92907 Evans Falls
Carpenterfurt, DC 35873",40.740754,-74.000885,12/09/2023 03:14,Pending,44,3,14,3.13418572,0.104472857,,
329,489,"270 Beth Turnpike Apt. 060
North Ashleyton, ID 44440",40.767622,-73.997556,08/09/2023 12:30,Pending,27,12,42,6.129557836,0.204318595,,
330,14,"107 Vang Shore Apt. 750
Jonesland, NJ 55994",40.778274,-73.986823,17/08/2023 21:36,Pending,18,14,8,7.449034365,0.248301145,,
331,283,"54007 Cox Junction Apt. 871
Schmittberg, NY 75061",40.746073,-73.986531,16/08/2023 20:55,Delivered,31,9,59,4.044442876,0.134814763,03:29.3,16/08/2023 21:03
332,284,"Unit 8709 Box 2942
DPO AP 50708",40.712435,-73.995326,09/09/2023 20:18,Pending,27,12,38,0.902858579,0.030095286,,
333,94,"463 Drake Divide Apt. 323
Lake Arthur, WV 81708",40.721093,-73.997195,19/08/2023 16:28,Pending,29,10,1,1.183889492,0.039462983,,
334,103,"131 Downs Lodge
Port Melissa, IL 12671",40.767041,-73.980656,02/09/2023 22:41,Pending,4,6,57,6.392487418,0.213082914,,
335,383,"49230 Clements Common Suite 377
Stevenberg, GA 93234",40.704416,-73.984939,09/09/2023 11:36,Delivered,27,7,90,2.008564558,0.066952152,40:18.0,09/09/2023 11:40
336,204,"Unit 6165 Box 6160
DPO AP 06917",40.77045,-73.986977,29/08/2023 08:44,Delivered,27,8,51,6.600517012,0.220017234,57:56.1,29/08/2023 08:57
